fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
0.3733333333333334,0.6553672316384181,0.0,0.3703703703703703,0.4545454545454553,0.18867924528301888,0.23728813559322035,0.7072278133577399,0.5575221238938053,0.377049180327869,0.1320754716981134,0.4
0.4266666666666667,0.8587570621468927,0.0,0.6296296296296297,0.7402597402597407,0.4528301886792453,0.5169491525423728,0.6157365050320297,0.2831858407079649,0.5737704918032789,0.207547169811321,0.4
0.4266666666666667,0.7231638418079097,0.05479452054794521,0.5185185185185185,0.6623376623376628,0.2641509433962264,0.4067796610169492,0.6340347666971697,0.3362831858407079,0.5245901639344264,0.207547169811321,0.4
0.88,0.18079096045197746,0.767123287671233,0.3703703703703703,0.4415584415584423,0.3018867924528302,0.4576271186440678,0.7255260750228798,0.24778761061946927,0.4098360655737705,0.207547169811321,0.6
0.3733333333333334,0.6101694915254239,0.0,0.3333333333333333,0.4415584415584423,0.22641509433962265,0.288135593220339,0.7072278133577399,0.5575221238938053,0.377049180327869,0.1320754716981134,0.4
0.4400000000000001,0.5423728813559322,0.0821917808219178,0.25925925925925924,0.3636363636363646,0.2641509433962264,0.4491525423728814,0.5791399817017396,0.3716814159292035,0.2131147540983607,0.1320754716981134,0.4
0.36000000000000004,0.5988700564971753,0.0,0.11111111111111108,0.3116883116883127,0.2641509433962264,0.1271186440677966,0.41445562671546954,0.45132743362831884,0.22950819672131145,0.24528301886792464,0.8
0.4266666666666667,0.519774011299435,0.027397260273972605,0.40740740740740744,0.41558441558441633,0.1509433962264151,0.1016949152542373,0.6157365050320297,0.42477876106194695,0.39344262295081966,0.1509433962264152,0.8
0.2800000000000001,0.519774011299435,0.10958904109589042,0.3333333333333333,0.7272727272727265,0.2641509433962264,0.5,0.5333943275388896,0.3539823008849557,0.3442622950819673,0.09433962264150943,0.4
0.13333333333333333,0.5593220338983051,0.0,0.25925925925925924,0.6233766233766239,0.2830188679245283,0.4491525423728814,0.3870082342177494,0.6194690265486728,0.31147540983606564,0.2264150943396228,0.4
0.52,0.18079096045197746,0.767123287671233,0.3333333333333333,0.6623376623376628,0.6415094339622641,0.8220338983050848,0.6248856358645998,0.3716814159292035,0.6885245901639345,0.33962264150943405,0.8
0.5733333333333335,0.11299435028248589,0.6575342465753424,0.3333333333333333,0.46753246753246824,0.5283018867924528,0.4576271186440678,0.6157365050320297,0.45132743362831884,0.3278688524590165,0.1320754716981134,0.6
0.4,0.30508474576271194,0.4246575342465754,0.5185185185185185,0.5324675324675319,0.41509433962264153,0.5508474576271186,0.7438243366880198,0.5663716814159294,0.5245901639344264,0.18867924528301885,0.4
0.4400000000000001,0.35028248587570626,0.2876712328767123,0.25925925925925924,0.8441558441558444,0.16981132075471697,0.2627118644067797,0.5974382433668898,0.256637168141593,0.9508196721311478,0.1509433962264152,0.4
0.52,0.4180790960451978,0.1506849315068493,0.5185185185185185,0.5584415584415592,0.1509433962264151,0.5169491525423728,0.6157365050320297,0.256637168141593,0.3278688524590165,0.1320754716981134,0.4
0.30666666666666675,0.31638418079096053,0.19178082191780824,0.5555555555555555,0.5714285714285722,0.37735849056603776,0.288135593220339,0.6157365050320297,0.4867256637168144,0.4918032786885247,0.18867924528301885,0.6
0.22666666666666668,0.30508474576271194,0.21917808219178084,0.18518518518518512,0.5064935064935072,0.18867924528301888,0.1440677966101695,0.49679780420860964,0.40707964601769914,0.377049180327869,0.11320754716981157,0.4
0.4,0.3276836158192091,0.3287671232876712,0.3333333333333333,0.5064935064935072,0.05660377358490566,0.0423728813559322,0.5608417200365996,0.3539823008849557,0.42622950819672134,0.1509433962264152,0.4
0.3333333333333333,0.6666666666666667,0.0,0.3703703703703703,0.5064935064935072,0.24528301886792453,0.2457627118644068,0.6523330283623097,0.5221238938053101,0.36065573770491816,0.1320754716981134,0.4
0.4266666666666667,0.5932203389830509,0.0,0.40740740740740744,0.5324675324675319,0.1320754716981132,0.0847457627118644,0.5791399817017396,0.4424778761061947,0.42622950819672134,0.207547169811321,0.6
0.2800000000000001,0.6271186440677967,0.09589041095890412,0.5555555555555555,0.6233766233766239,0.3018867924528302,0.6440677966101694,0.5242451967063196,0.4159292035398232,0.3442622950819673,0.26415094339622647,0.4
0.30666666666666675,0.6384180790960453,0.0,0.5925925925925926,0.8311688311688314,0.39622641509433965,0.2627118644067797,0.5974382433668898,0.513274336283186,0.39344262295081966,0.3584905660377359,0.6
0.49333333333333346,0.6045197740112995,0.1643835616438356,0.5185185185185185,0.5454545454545462,0.2641509433962264,0.9067796610169492,0.5974382433668898,0.256637168141593,0.5409836065573772,0.207547169811321,0.4
0.08000000000000007,0.22598870056497178,0.3424657534246575,0.3333333333333333,0.8051948051948055,0.22641509433962265,0.3728813559322034,0.5150960658737497,0.4424778761061947,0.36065573770491816,0.09433962264150943,0.4
0.4266666666666667,0.5423728813559322,0.19178082191780824,0.5555555555555555,0.5844155844155849,0.03773584905660377,0.07627118644067797,0.6797804208600299,0.47787610619469034,0.4426229508196722,0.3962264150943398,0.6
0.4666666666666667,0.29378531073446335,0.3835616438356165,0.4444444444444445,0.3246753246753256,0.22641509433962265,0.2033898305084746,0.6157365050320297,0.3097345132743364,0.6557377049180328,0.18867924528301885,0.8
0.5600000000000002,0.5536723163841808,0.410958904109589,0.7037037037037036,0.6103896103896109,0.3018867924528302,0.3389830508474576,0.6889295516925998,0.3362831858407079,0.2950819672131148,0.11320754716981157,0.2
0.29333333333333333,0.6214689265536725,0.027397260273972605,0.3333333333333333,0.1168831168831181,0.07547169811320754,0.0423728813559322,0.5608417200365996,0.5309734513274338,0.31147540983606564,0.1509433962264152,0.4
